symbol,name,type,leverage,inverse,category,sector,note
HCWB,HCW Biologics Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HDRN,"Hadron Energy, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HDSN,"Hudson Technologies, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HELE,Helen of Troy Limited - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HELP,Cybin Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HFBL,"Home Federal Bancorp, Inc. of Louisiana - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HFFG,HF Foods Group Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HFWA,Heritage Financial Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HGBL,Heritage Global Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HHS,"Harte Hanks, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HIFS,Hingham Institution for Savings - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HIND,"Vyome Holdings, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HIT,"Health In Tech, Inc. - Class A Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HITI,High Tide Inc. - Common Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HIVE,HIVE Digital Technologies Ltd - Common Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HKIT,Hitek Global Inc. - Class A Ordinary Share,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HLIT,Harmonic Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HLMN,Hillman Solutions Corp. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HLP,Hongli Group Inc. - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HMH,HMH Holding Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HMR,Heidmar Maritime Holdings Corp. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HNNA,"Hennessy Advisors, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HNRG,Hallador Energy Company - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HNST,"The Honest Company, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HNVR,"Hanover Bancorp, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HODO,House of Doge Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HOFT,Hooker Furnishings Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HOLO,MicroCloud Hologram Inc. - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HONA,Honeywell Aerospace Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HOOD,"Robinhood Markets, Inc. - Class A Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HOPE,"Hope Bancorp, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HOUR,"Hour Loop, Inc. - common stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HOVR,New Horizon Aircraft Ltd. - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HPK,"HighPeak Energy, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HQ,Horizon Quantum Holdings Ltd. - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HQI,"HireQuest, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HQY,"HealthEquity, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HRMY,"Harmony Biosciences Holdings, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HROW,"Harrow, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HRZN,Horizon Technology Finance Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HSDT,Solana Company - Class A Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HSIC,"Henry Schein, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HST,"Host Hotels & Resorts, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HSTM,"HealthStream, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HTCO,High-Trend International Group - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HTCR,"Heartcore Enterprises, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HTFL,"Heartflow, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HTLD,"Heartland Express, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HTLM,HomesToLife Ltd - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HTO,H2O America - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HTOO,Fusion Fuel Green PLC - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HTZ,"Hertz Global Holdings, Inc - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HUBC,Hub Cyber Security Ltd. - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HUHU,HUHUTECH International Group Inc. - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HURA,"TuHURA Biosciences, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HURC,"Hurco Companies, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HURN,Huron Consulting Group Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HUT,Hut 8 Corp. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HVII,Hennessy Capital Investment Corp. VII - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HVMC,Highview Merger Corp. - Class A Ordinary Share,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HWBK,"Hawthorn Bancshares, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HWC,Hancock Whitney Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HWKN,"Hawkins, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HYFT,MindWalk Holdings Corp. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HYMC,Hycroft Mining Holding Corporation - Class A Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HYNE,"Hoyne Bancorp, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HYPD,"Hyperion DeFi, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
HYPR,"Hyperfine, Inc. - Class A Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IART,Integra LifeSciences Holdings Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IBCP,Independent Bank Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IBIO,"iBio, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IBOC,International Bancshares Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IBRX,"ImmunityBio, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ICCC,ImmuCell Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ICCM,IceCure Medical Ltd. - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ICFI,"ICF International, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ICHR,Ichor Holdings - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ICLR,ICON plc - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ICMB,"Investcorp Credit Management BDC, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ICON,Icon Energy Corp. - Common stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ICU,SeaStar Medical Holding Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ICUI,"ICU Medical, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IDAC,Iron Dome Acquisition I Corp. - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IDAI,T Stamp Inc. - Class A Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IDN,"Intellicheck, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IDYA,"IDEAYA Biosciences, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IESC,"IES Holdings, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IFBD,"Infobird Co., Ltd - Ordinary Shares",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IFRX,InflaRx N.V. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IGIC,International General Insurance Holdings Ltd. - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IHRT,"iHeartMedia, Inc. - Class A Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
III,"Information Services Group, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IIIV,"i3 Verticals, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IKT,"Inhibikase Therapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ILAG,Intelligent Living Application Group Inc. - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ILLR,Triller Group Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ILPT,Industrial Logistics Properties Trust - Common Shares of Beneficial Interest,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IMA,"ImageneBio, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IMDX,Insight Molecular Diagnostics Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IMKTA,"Ingles Markets, Incorporated - Class A Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IMMX,"Immix Biopharma, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IMNM,"Immunome, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IMNN,"Imunon, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IMPP,Imperial Petroleum Inc. - Common Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IMRX,Immuneering Corporation - Class A Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IMSR,Terrestrial Energy Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IMTX,Immatics N.V. - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IMUX,"Immunic, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IMVT,"Immunovant, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IMXI,"International Money Express, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
INAB,"IN8bio, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
INBK,First Internet Bancorp - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
INBS,Intelligent Bio Solutions Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
INBX,"Inhibrx Biosciences, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
INDB,Independent Bank Corp. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
INDI,"indie Semiconductor, Inc. - Class A Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
INDP,"Indaptus Therapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
INDV,"Indivior Pharmaceuticals, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
INGN,"Inogen, Inc - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
INHD,Inno Holdings Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
INIO,INNIO N.V. - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
INKT,"MiNK Therapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
INLF,INLIF LIMITED - Class A Ordinary shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
INM,InMed Pharmaceuticals Inc. - Common Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
INMB,INmune Bio Inc. - Common stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
INMD,InMode Ltd. - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
INNV,InnovAge Holding Corp. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
INO,"Inovio Pharmaceuticals, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
INSE,"Inspired Entertainment, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
INSG,Inseego Corp. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
INSM,Insmed Incorporated - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
INTA,"Intapp, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
INTG,The Intergroup Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
INTJ,Intelligent Group Limited - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
INTR,Inter & Co. Inc. - Class A Common Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
INTS,"Intensity Therapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
INV,"Innventure, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
INVA,"Innoviva, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
INVE,"Identiv, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IOND,Ionic Digital Inc. - Class A Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IONS,"Ionis Pharmaceuticals, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IOSP,Innospec Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IOTR,iOThree Limited - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IOVA,"Iovance Biotherapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IPAR,"Interparfums, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IPGP,IPG Photonics Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IPM,Intelligent Protection Management Corp. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IPSC,"Century Therapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IPST,"IP Strategy Holdings, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IPVV,"InterPrivate Investment Partners V, Inc. - Class A Ordinary Shares",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IPW,iPower Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IPWR,Ideal Power Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IQST,iQSTEL Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IRD,"Opus Genetics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IRDM,Iridium Communications Inc - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IREN,IREN Limited - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IRHO,Iron Horse Acquisitions II Corp. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IRIX,IRIDEX Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IRMD,iRadimed Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IRON,"Disc Medicine, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IRTC,"iRhythm Holdings, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IRWD,"Ironwood Pharmaceuticals, Inc. - Class A Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ISBA,Isabella Bank Corporation - Common stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ISPR,Ispire Technology Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ISSC,"Innovative Solutions and Support, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ISTR,Investar Holding Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ITG,"ITG, Inc. - Class A Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ITIC,Investors Title Company - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ITRI,"Itron, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
ITRN,Ituran Location and Control Ltd. - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IVA,Inventiva S.A. - American Depository Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IVF,"INVO Fertility, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IXHL,Incannex Healthcare Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
IZEA,"IZEA Worldwide, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
JACK,Jack In The Box Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
JAGX,"Jaguar Health, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
JAKK,"JAKKS Pacific, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
JANX,"Janux Therapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
JAZZ,Jazz Pharmaceuticals plc - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
JBDI,JBDI Holdings Limited - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
JBIO,"Jade Biosciences, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
JBSS,"John B. Sanfilippo & Son, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
JCAP,"Jefferson Capital, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
JCSE,JE Cleantech Holdings Limited - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
JCTC,Jewett-Cameron Trading Company - Common Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
JDZG,JIADE LIMITED - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
JEM,707 Cayman Holdings Limited - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
JFB,JFB Construction Holdings - Class A Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
JJSF,J & J Snack Foods Corp. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
JKHY,"Jack Henry & Associates, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
JL,J-Long Group Limited - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
JLHL,Julong Holding Limited - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
JMSB,"John Marshall Bancorp, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
JOUT,Johnson Outdoors Inc. - Class A Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
JRSH,"Jerash Holdings (US), Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
JRVR,"James River Group Holdings, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
JTAI,Jet.AI Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
JVA,"Coffee Holding Co., Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
JWEL,Jowell Global Ltd. - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
JXG,JX Luxventure Group Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
JYD,Jayud Global Logistics Limited - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
JYNT,The Joint Corp. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
JZXN,"Jiuzi Holdings, Inc. - Ordinary Shares",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
KALA,"KALA BIO, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
KALU,Kaiser Aluminum Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
KARD,"Kardigan, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
KARO,Karooooo Ltd. - Ordinary shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
KAZR,Skyline Builders Group Holding Limited - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
KBON,Karbon Capital Partners Corp. - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
KBSX,FST Corp. - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
KDK,"Kodiak AI, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
KE,"Kimball Electronics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
KEEL,Keel Infrastructure Corp. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
KELYA,"Kelly Services, Inc. - Class A Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
KELYB,"Kelly Services, Inc. - Class B Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
KEQU,Kewaunee Scientific Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
KFFB,Kentucky First Federal Bancorp - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
KG,"Kestrel Group, Ltd. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
KGEI,Kolibri Global Energy Inc. - Common stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
KHC,The Kraft Heinz Company - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
KIDS,OrthoPediatrics Corp. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
KIDZ,KIDZ AI Inc. - Class B Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
KINS,"Kingstone Companies, Inc - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
KLIC,"Kulicke and Soffa Industries, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
KLRA,"Kailera Therapeutics, Inc. - Common stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
KLRS,"Kalaris Therapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
KLTR,"Kaltura, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
KLXE,"KLX Energy Services Holdings, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
KMDA,Kamada Ltd. - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
KMRK,K-Tech Solutions Company Limited - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
KMTS,"Kestra Medical Technologies, Ltd. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
KNSA,"Kiniksa Pharmaceuticals International, plc - Class A Ordinary Shares",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
KOD,Kodiak Sciences Inc - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
KOPN,Kopin Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
KOSS,Koss Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
KPLT,"Katapult Holdings, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
KPRX,"Kiora Pharmaceuticals, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
KPTI,Karyopharm Therapeutics Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
KRAQ,KRAKacquisition Corp - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
KRMD,"KORU Medical Systems, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
